batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,A Badoni,0,1,0.0,0.0,0,0,1,2.0,0.0,TA Boult,lbw
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,Avesh Khan,1,2,0.0,0.0,0,0,0,5.0,50.0,0,0
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,DJ Hooda,59,41,5.0,2.0,1,0,0,80.0,143.90243902439025,YS Chahal,stumped
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,JO Holder,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,OC McCoy,caught
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,KH Pandya,25,23,1.0,1.0,0,0,0,32.0,108.69565217391305,R Ashwin,caught
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,KL Rahul,10,19,0.0,1.0,0,0,0,16.0,52.63157894736842,M Prasidh Krishna,caught
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,MP Stoinis,27,18,1.0,2.0,0,0,0,36.0,150.0,M Prasidh Krishna,caught
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,Mohsin Khan (2),9,10,1.0,0.0,0,0,0,14.0,90.0,0,0
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,PVD Chameera,0,2,0.0,0.0,0,0,1,2.0,0.0,OC McCoy,bowled
Lucknow Super Giants,Rajasthan Royals,1304109,2022-05-15,Q de Kock,7,9,1.0,0.0,0,0,0,12.0,77.77777777777779,TA Boult,caught
Rajasthan Royals,Lucknow Super Giants,1304109,2022-05-15,D Padikkal,39,18,5.0,2.0,0,0,0,52.0,216.66666666666663,Ravi Bishnoi,caught
Rajasthan Royals,Lucknow Super Giants,1304109,2022-05-15,JC Buttler,2,6,0.0,0.0,0,0,0,6.0,33.33333333333333,Avesh Khan,bowled
Rajasthan Royals,Lucknow Super Giants,1304109,2022-05-15,JDS Neesham,14,12,2.0,0.0,0,0,0,20.0,116.66666666666669,Ravi Bishnoi,run out
Rajasthan Royals,Lucknow Super Giants,1304109,2022-05-15,R Ashwin,10,8,1.0,0.0,0,0,0,15.0,125.0,0,0
Rajasthan Royals,Lucknow Super Giants,1304109,2022-05-15,R Parag,19,16,0.0,1.0,0,0,0,25.0,118.75,Ravi Bishnoi,caught
Rajasthan Royals,Lucknow Super Giants,1304109,2022-05-15,SV Samson,32,25,6.0,0.0,0,0,0,42.0,128.0,JO Holder,caught
Rajasthan Royals,Lucknow Super Giants,1304109,2022-05-15,TA Boult,17,9,2.0,0.0,0,0,0,23.0,188.88888888888889,0,0
Rajasthan Royals,Lucknow Super Giants,1304109,2022-05-15,YBK Jaiswal,41,29,6.0,1.0,0,0,0,53.0,141.3793103448276,A Badoni,caught and bowled
