batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,AP Tare,17,20,2.0,0.0,0,0,0,23.0,85.0,VR Aaron,caught
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,AT Rayudu,35,37,1.0,0.0,0,0,0,40.0,94.5945945945946,MA Starc,caught
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,CJ Anderson,18,20,2.0,0.0,0,0,0,24.0,90.0,MA Starc,caught
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,Harbhajan Singh,8,8,1.0,0.0,0,0,0,13.0,100.0,VR Aaron,bowled
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,JJ Bumrah,1,1,0.0,0.0,0,0,0,5.0,100.0,0,0
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,KA Pollard,3,7,0.0,0.0,0,0,0,7.0,42.85714285714285,YS Chahal,caught
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,MEK Hussey,16,15,2.0,0.0,0,0,0,22.0,106.66666666666669,JA Morkel,caught
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,PP Ojha,1,5,0.0,0.0,0,0,0,5.0,20.0,0,0
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,RG Sharma,2,5,0.0,0.0,0,0,0,6.0,40.0,YS Chahal,caught
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,SL Malinga,2,4,0.0,0.0,0,0,0,6.0,50.0,MA Starc,run out
Mumbai Indians,Royal Challengers Bangalore,729287,2014-04-19,Z Khan,0,2,0.0,0.0,0,0,1,2.0,0.0,AB Dinda,caught
Royal Challengers Bangalore,Mumbai Indians,729287,2014-04-19,AB de Villiers,45,48,3.0,1.0,0,0,0,54.0,93.75,0,0
Royal Challengers Bangalore,Mumbai Indians,729287,2014-04-19,NJ Maddinson,12,8,2.0,0.0,0,0,0,18.0,150.0,SL Malinga,bowled
Royal Challengers Bangalore,Mumbai Indians,729287,2014-04-19,PA Patel,57,46,7.0,0.0,1,0,0,76.0,123.91304347826086,0,0
Royal Challengers Bangalore,Mumbai Indians,729287,2014-04-19,V Kohli,0,2,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
Royal Challengers Bangalore,Mumbai Indians,729287,2014-04-19,Yuvraj Singh,0,2,0.0,0.0,0,0,1,2.0,0.0,Z Khan,lbw
