batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Mumbai Indians,Royal Challengers Bangalore,597999,2013-04-04,AT Rayudu,18,18,1.0,0.0,0,0,0,23.0,100.0,R Vinay Kumar,bowled
Mumbai Indians,Royal Challengers Bangalore,597999,2013-04-04,Harbhajan Singh,1,1,0.0,0.0,0,0,0,5.0,100.0,0,0
Mumbai Indians,Royal Challengers Bangalore,597999,2013-04-04,KA Pollard,5,2,1.0,0.0,0,0,0,10.0,250.0,0,0
Mumbai Indians,Royal Challengers Bangalore,597999,2013-04-04,KD Karthik,60,37,3.0,4.0,1,0,0,83.0,162.16216216216216,R Vinay Kumar,caught
Mumbai Indians,Royal Challengers Bangalore,597999,2013-04-04,RG Sharma,11,11,1.0,0.0,0,0,0,16.0,100.0,R Vinay Kumar,bowled
Mumbai Indians,Royal Challengers Bangalore,597999,2013-04-04,RT Ponting,28,34,1.0,1.0,0,0,0,35.0,82.35294117647058,M Kartik,stumped
Mumbai Indians,Royal Challengers Bangalore,597999,2013-04-04,SR Tendulkar,23,19,4.0,0.0,0,0,0,31.0,121.05263157894736,M Kartik,run out
Royal Challengers Bangalore,Mumbai Indians,597999,2013-04-04,CH Gayle,92,61,11.0,5.0,1,0,0,125.0,150.81967213114754,0,0
Royal Challengers Bangalore,Mumbai Indians,597999,2013-04-04,DT Christian,4,14,0.0,0.0,0,0,0,8.0,28.57142857142857,Harbhajan Singh,caught
Royal Challengers Bangalore,Mumbai Indians,597999,2013-04-04,KB Arun Karthik,19,20,3.0,0.0,0,0,0,26.0,95.0,0,0
Royal Challengers Bangalore,Mumbai Indians,597999,2013-04-04,KK Nair,0,3,0.0,0.0,0,0,1,2.0,0.0,JJ Bumrah,lbw
Royal Challengers Bangalore,Mumbai Indians,597999,2013-04-04,MA Agarwal,1,5,0.0,0.0,0,0,0,5.0,20.0,JJ Bumrah,caught
Royal Challengers Bangalore,Mumbai Indians,597999,2013-04-04,TM Dilshan,0,8,0.0,0.0,0,0,1,2.0,0.0,MG Johnson,bowled
Royal Challengers Bangalore,Mumbai Indians,597999,2013-04-04,V Kohli,24,14,4.0,1.0,0,0,0,34.0,171.42857142857142,JJ Bumrah,lbw
