batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Delhi Daredevils,Kings XI Punjab,548369,2012-05-15,DA Warner,14,9,3.0,0.0,0,0,0,21.0,155.55555555555557,P Kumar,caught
Delhi Daredevils,Kings XI Punjab,548369,2012-05-15,DPMD Jayawardene,56,49,8.0,0.0,1,0,0,76.0,114.28571428571428,0,0
Delhi Daredevils,Kings XI Punjab,548369,2012-05-15,IK Pathan,19,10,3.0,0.0,0,0,0,26.0,190.0,0,0
Delhi Daredevils,Kings XI Punjab,548369,2012-05-15,LRPL Taylor,0,2,0.0,0.0,0,0,1,2.0,0.0,P Awana,caught
Delhi Daredevils,Kings XI Punjab,548369,2012-05-15,NV Ojha,34,29,3.0,2.0,0,0,0,45.0,117.2413793103448,PP Chawla,caught
Delhi Daredevils,Kings XI Punjab,548369,2012-05-15,V Sehwag,8,9,0.0,1.0,0,0,0,14.0,88.88888888888889,P Awana,bowled
Delhi Daredevils,Kings XI Punjab,548369,2012-05-15,Y Venugopal Rao,7,7,1.0,0.0,0,0,0,12.0,100.0,P Awana,caught
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,Azhar Mahmood,9,7,1.0,0.0,0,0,0,14.0,128.57142857142858,UT Yadav,caught
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,DA Miller,4,7,0.0,0.0,0,0,0,8.0,57.14285714285714,UT Yadav,run out
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,DJ Hussey,40,35,5.0,1.0,0,0,0,51.0,114.28571428571428,0,0
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,Gurkeerat Singh,8,5,2.0,0.0,0,0,0,14.0,160.0,P Negi,stumped
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,Mandeep Singh,21,12,5.0,0.0,0,0,0,30.0,175.0,VR Aaron,caught
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,N Saini,15,15,2.0,0.0,0,0,0,21.0,100.0,UT Yadav,caught
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,P Awana,4,5,0.0,0.0,0,0,0,8.0,80.0,0,0
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,P Kumar,8,6,1.0,0.0,0,0,0,13.0,133.33333333333331,M Morkel,run out
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,PP Chawla,10,14,0.0,0.0,0,0,0,14.0,71.42857142857143,UT Yadav,caught
Kings XI Punjab,Delhi Daredevils,548369,2012-05-15,SE Marsh,13,15,3.0,0.0,0,0,0,20.0,86.66666666666667,VR Aaron,caught
