,batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
11807,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,V Kohli,43,42,2.0,1.0,0,0,0,51.0,102.38095238095238,Kuldeep Yadav,caught
11806,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,S Dube,11,12,0.0,1.0,0,0,0,17.0,91.66666666666666,Basil Thampi,caught
2415,Delhi Capitals,Royal Challengers Bangalore,1216519,2020-10-05,PP Shaw,42,23,5.0,2.0,0,0,0,55.0,182.6086956521739,SR Watson,run out
2414,Delhi Capitals,Royal Challengers Bangalore,1216519,2020-10-05,MP Stoinis,53,29,6.0,2.0,1,0,0,75.0,182.7586206896552,JH Kallis,bowled
11799,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,AB de Villiers,9,6,2.0,0.0,0,0,0,15.0,150.0,A Nehra,run out
11800,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,AJ Finch,13,16,1.0,0.0,0,0,0,18.0,81.25,Swapnil Singh,caught and bowled
11809,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,YS Chahal,0,1,0.0,0.0,0,0,1,2.0,0.0,PJ Cummins,run out
11805,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,NA Saini,12,12,1.0,0.0,0,0,0,17.0,100.0,Kuldeep Yadav,stumped
11801,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,D Padikkal,4,6,0.0,0.0,0,0,0,8.0,66.66666666666666,A Mishra,caught
11804,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,Mohammed Siraj,5,4,1.0,0.0,0,0,0,10.0,125.0,JJ Bumrah,bowled
11803,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,MM Ali,11,13,1.0,0.0,0,0,0,16.0,84.61538461538461,SR Watson,bowled
11802,Royal Challengers Bangalore,Delhi Capitals,1216519,2020-10-05,I Udana,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,RA Jadeja,lbw
10831,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,YBK Jaiswal,0,2,0.0,0.0,0,0,1,2.0,0.0,Mohammad Asif,caught
10830,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,TK Curran,15,17,1.0,0.0,0,0,0,20.0,88.23529411764706,Z Khan,caught
10829,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,SV Samson,0,3,0.0,0.0,0,0,1,2.0,0.0,MA Khote,caught
10828,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,SPD Smith,6,7,1.0,0.0,0,0,0,11.0,85.71428571428571,JR Hopes,lbw
10827,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,S Gopal,1,2,0.0,0.0,0,0,0,5.0,50.0,YS Chahal,caught
8722,Mumbai Indians,Rajasthan Royals,1216511,2020-10-06,Q de Kock,23,16,3.0,1.0,0,0,0,32.0,143.75,JP Faulkner,caught
10825,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,MK Lomror,11,13,1.0,0.0,0,0,0,16.0,84.61538461538461,JR Hazlewood,caught
8720,Mumbai Indians,Rajasthan Royals,1216511,2020-10-06,Ishan Kishan,0,1,0.0,0.0,0,0,1,2.0,0.0,UT Yadav,caught
10822,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,AS Rajpoot,2,5,0.0,0.0,0,0,0,6.0,40.0,M Jansen,caught
10823,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,JC Archer,24,11,3.0,1.0,0,0,0,33.0,218.18181818181816,R Dhawan,caught
10824,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,JC Buttler,70,44,4.0,5.0,1,0,0,96.0,159.0909090909091,T Natarajan,caught
10826,Rajasthan Royals,Mumbai Indians,1216511,2020-10-06,R Tewatia,5,6,1.0,0.0,0,0,0,10.0,83.33333333333334,Mohammed Shami,caught
8721,Mumbai Indians,Rajasthan Royals,1216511,2020-10-06,KH Pandya,12,17,0.0,1.0,0,0,0,18.0,70.58823529411765,JH Kallis,run out
8719,Mumbai Indians,Rajasthan Royals,1216511,2020-10-06,HH Pandya,30,20,2.0,1.0,0,0,0,38.0,150.0,AB Dinda,caught
8724,Mumbai Indians,Rajasthan Royals,1216511,2020-10-06,SA Yadav,79,49,11.0,2.0,1,0,0,106.0,161.22448979591837,PP Ojha,caught
8723,Mumbai Indians,Rajasthan Royals,1216511,2020-10-06,RG Sharma,35,24,2.0,3.0,0,0,0,47.0,145.83333333333331,R Sathish,run out
555,Chennai Super Kings,Kolkata Knight Riders,1216501,2020-10-07,SR Watson,50,41,6.0,1.0,1,0,0,70.0,121.95121951219512,PV Tambe,caught
554,Chennai Super Kings,Kolkata Knight Riders,1216501,2020-10-07,SM Curran,17,11,1.0,1.0,0,0,0,24.0,154.54545454545453,PP Ojha,bowled
553,Chennai Super Kings,Kolkata Knight Riders,1216501,2020-10-07,RA Jadeja,21,8,3.0,1.0,0,0,0,30.0,262.5,P Awana,caught
5811,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,EJG Morgan,7,10,1.0,0.0,0,0,0,12.0,70.0,AN Ahmed,caught
5812,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,KD Karthik,12,11,1.0,0.0,0,0,0,17.0,109.09090909090908,YS Chahal,caught
5813,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,KL Nagarkoti,0,3,0.0,0.0,0,0,1,2.0,0.0,NM Coulter-Nile,caught
5810,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,CV Varun,1,1,0.0,0.0,0,0,0,5.0,100.0,MG Johnson,caught
5815,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,PJ Cummins,17,10,1.0,1.0,0,0,0,24.0,170.0,KA Pollard,caught and bowled
5809,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,AD Russell,2,4,0.0,0.0,0,0,0,6.0,50.0,PV Tambe,caught
5814,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,N Rana,9,10,1.0,0.0,0,0,0,14.0,90.0,TA Boult,caught
5819,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,Shubman Gill,11,13,1.0,0.0,0,0,0,16.0,84.61538461538461,D Wiese,caught
5818,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,Shivam Mavi,0,1,0.0,0.0,0,0,1,2.0,0.0,A Ashish Reddy,bowled
5817,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,SP Narine,17,10,1.0,1.0,0,0,0,24.0,170.0,PP Chawla,bowled
5816,Kolkata Knight Riders,Chennai Super Kings,1216501,2020-10-07,RA Tripathi,81,53,8.0,3.0,1,0,0,107.0,152.83018867924528,AD Russell,caught
550,Chennai Super Kings,Kolkata Knight Riders,1216501,2020-10-07,F du Plessis,17,10,3.0,0.0,0,0,0,24.0,170.0,Azhar Mahmood,caught
549,Chennai Super Kings,Kolkata Knight Riders,1216501,2020-10-07,AT Rayudu,30,28,3.0,0.0,0,0,0,37.0,107.14285714285714,RP Singh,bowled
551,Chennai Super Kings,Kolkata Knight Riders,1216501,2020-10-07,KM Jadhav,7,12,1.0,0.0,0,0,0,12.0,58.333333333333336,UT Yadav,caught
552,Chennai Super Kings,Kolkata Knight Riders,1216501,2020-10-07,MS Dhoni,11,12,1.0,0.0,0,0,0,16.0,91.66666666666666,AB Dinda,caught
5533,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,Arshdeep Singh,0,3,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
5535,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,KL Rahul,11,16,0.0,0.0,0,0,0,15.0,68.75,BA Bhatt,run out
5537,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,Mandeep Singh,6,7,0.0,0.0,0,0,0,10.0,85.71428571428571,RP Singh,caught
5534,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,GJ Maxwell,7,13,0.0,0.0,0,0,0,11.0,53.84615384615385,AB Dinda,caught
5542,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,Ravi Bishnoi,6,7,1.0,0.0,0,0,0,11.0,85.71428571428571,MM Patel,caught
5541,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,P Simran Singh,11,8,2.0,0.0,0,0,0,17.0,137.5,VR Aaron,caught
5538,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,Mohammed Shami,0,1,0.0,0.0,0,0,1,2.0,0.0,SK Trivedi,caught
5536,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,MA Agarwal,9,6,1.0,0.0,0,0,0,14.0,150.0,DT Christian,bowled
5543,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,SS Cottrell,0,2,0.0,0.0,0,0,1,2.0,0.0,R Rampaul,caught
5539,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,Mujeeb Ur Rahman,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,R Bhatia,bowled
13542,Sunrisers Hyderabad,Kings XI Punjab,1216542,2020-10-08,Abdul Samad,8,7,1.0,0.0,0,0,0,13.0,114.28571428571428,VR Aaron,caught
13548,Sunrisers Hyderabad,Kings XI Punjab,1216542,2020-10-08,PK Garg,0,1,0.0,0.0,0,0,1,2.0,0.0,JP Faulkner,caught
13547,Sunrisers Hyderabad,Kings XI Punjab,1216542,2020-10-08,MK Pandey,1,2,0.0,0.0,0,0,0,5.0,50.0,JH Kallis,run out
13546,Sunrisers Hyderabad,Kings XI Punjab,1216542,2020-10-08,KS Williamson,20,10,1.0,1.0,0,0,0,27.0,200.0,UT Yadav,caught
13545,Sunrisers Hyderabad,Kings XI Punjab,1216542,2020-10-08,JM Bairstow,97,57,7.0,6.0,1,0,0,128.0,170.17543859649123,AB Dinda,caught
13544,Sunrisers Hyderabad,Kings XI Punjab,1216542,2020-10-08,DA Warner,52,42,5.0,1.0,1,0,0,71.0,123.8095238095238,R Rampaul,caught
13543,Sunrisers Hyderabad,Kings XI Punjab,1216542,2020-10-08,Abhishek Sharma,12,6,1.0,1.0,0,0,0,19.0,200.0,MM Patel,caught
5540,Kings XI Punjab,Sunrisers Hyderabad,1216542,2020-10-08,N Pooran,77,37,5.0,7.0,1,0,0,108.0,208.10810810810813,P Awana,caught
2348,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,MP Stoinis,39,31,0.0,4.0,0,0,0,51.0,125.80645161290325,AA Jhunjhunwala,bowled
2347,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,K Rabada,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,Azhar Mahmood,caught
2346,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,HV Patel,16,15,1.0,0.0,0,0,0,21.0,106.66666666666669,R Vinay Kumar,caught
10070,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,Kartik Tyagi,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,SK Warne,caught
10067,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,AJ Tye,6,7,0.0,1.0,0,0,0,12.0,85.71428571428571,MA Khote,caught
10068,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,JC Archer,2,4,0.0,0.0,0,0,0,6.0,50.0,Z Khan,caught
10075,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,SV Samson,5,9,0.0,0.0,0,0,0,9.0,55.55555555555556,PP Ojha,caught
10077,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,YBK Jaiswal,34,36,1.0,2.0,0,0,0,43.0,94.44444444444444,P Kumar,caught
10076,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,VR Aaron,1,2,0.0,0.0,0,0,0,5.0,50.0,SL Malinga,bowled
2349,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,PP Shaw,19,10,2.0,1.0,0,0,0,27.0,190.0,RP Singh,bowled
10074,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,SPD Smith,24,20,2.0,1.0,0,0,0,32.0,120.0,Sohail Tanvir,caught
10073,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,S Gopal,2,4,0.0,0.0,0,0,0,6.0,50.0,R Vinay Kumar,caught
10072,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,R Tewatia,38,31,3.0,2.0,0,0,0,49.0,122.58064516129032,VY Mahesh,caught
10069,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,JC Buttler,13,8,2.0,0.0,0,0,0,19.0,162.5,Mohammad Asif,caught
2350,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,R Ashwin,0,1,0.0,0.0,0,0,1,2.0,0.0,Azhar Mahmood,caught
2345,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,AR Patel,17,10,2.0,1.0,0,0,0,25.0,170.0,KA Pollard,caught
2352,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,S Dhawan,5,4,1.0,0.0,0,0,0,10.0,125.0,AB Dinda,caught
2351,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,RR Pant,5,10,0.0,0.0,0,0,0,9.0,50.0,UT Yadav,caught
10071,Rajasthan Royals,Delhi Capitals,1216500,2020-10-09,MK Lomror,1,2,0.0,0.0,0,0,0,5.0,50.0,PP Ojha,caught
2353,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,SO Hetmyer,45,24,1.0,5.0,0,0,0,60.0,187.5,P Awana,caught
2354,Delhi Capitals,Rajasthan Royals,1216500,2020-10-09,SS Iyer,22,19,4.0,0.0,0,0,0,30.0,115.78947368421052,PP Ojha,bowled
4776,Kings XI Punjab,Kolkata Knight Riders,1216523,2020-10-10,P Simran Singh,4,7,0.0,0.0,0,0,0,8.0,57.14285714285714,SK Trivedi,caught
4771,Kings XI Punjab,Kolkata Knight Riders,1216523,2020-10-10,GJ Maxwell,10,5,2.0,0.0,0,0,0,16.0,200.0,Z Khan,caught
4772,Kings XI Punjab,Kolkata Knight Riders,1216523,2020-10-10,KL Rahul,74,58,6.0,0.0,1,0,0,92.0,127.58620689655172,AB Dinda,caught
4773,Kings XI Punjab,Kolkata Knight Riders,1216523,2020-10-10,MA Agarwal,56,39,6.0,1.0,1,0,0,76.0,143.5897435897436,BA Bhatt,run out
11629,Royal Challengers Bangalore,Chennai Super Kings,1216525,2020-10-10,AB de Villiers,0,2,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
11630,Royal Challengers Bangalore,Chennai Super Kings,1216525,2020-10-10,AJ Finch,2,9,0.0,0.0,0,0,0,6.0,22.22222222222222,AB Dinda,caught
11631,Royal Challengers Bangalore,Chennai Super Kings,1216525,2020-10-10,D Padikkal,33,38,2.0,1.0,0,0,0,41.0,86.8421052631579,BA Bhatt,run out
11632,Royal Challengers Bangalore,Chennai Super Kings,1216525,2020-10-10,S Dube,22,15,2.0,1.0,0,0,0,30.0,146.66666666666666,DT Christian,bowled
11633,Royal Challengers Bangalore,Chennai Super Kings,1216525,2020-10-10,V Kohli,90,57,4.0,4.0,1,0,0,114.0,157.89473684210526,RP Singh,caught
11634,Royal Challengers Bangalore,Chennai Super Kings,1216525,2020-10-10,Washington Sundar,10,10,0.0,1.0,0,0,0,16.0,100.0,SK Trivedi,caught
4774,Kings XI Punjab,Kolkata Knight Riders,1216523,2020-10-10,Mandeep Singh,0,1,0.0,0.0,0,0,1,2.0,0.0,DT Christian,bowled
1294,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,SR Watson,14,18,3.0,0.0,0,0,0,21.0,77.77777777777779,JH Kallis,bowled
6376,Kolkata Knight Riders,Kings XI Punjab,1216523,2020-10-10,Shubman Gill,57,47,5.0,0.0,1,0,0,74.0,121.27659574468086,RD Chahar,caught
6375,Kolkata Knight Riders,Kings XI Punjab,1216523,2020-10-10,RA Tripathi,4,10,1.0,0.0,0,0,0,9.0,40.0,Ravi Bishnoi,bowled
6374,Kolkata Knight Riders,Kings XI Punjab,1216523,2020-10-10,PJ Cummins,5,6,0.0,0.0,0,0,0,9.0,83.33333333333334,Avesh Khan,caught
1291,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,RA Jadeja,7,6,1.0,0.0,0,0,0,12.0,116.66666666666669,TM Dilshan,caught
1290,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,N Jagadeesan,33,30,4.0,0.0,0,0,0,41.0,110.0,P Kumar,caught
1289,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,MS Dhoni,10,6,0.0,1.0,0,0,0,16.0,166.66666666666669,A Nehra,caught and bowled
1288,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,F du Plessis,8,11,0.0,0.0,0,0,0,12.0,72.72727272727273,Y Venugopal Rao,caught
1287,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,DL Chahar,5,5,0.0,0.0,0,0,0,9.0,100.0,DW Steyn,bowled
1286,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,DJ Bravo,7,5,0.0,0.0,0,0,0,11.0,140.0,YK Pathan,caught
1285,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,AT Rayudu,42,42,4.0,0.0,0,0,0,50.0,100.0,Sohail Tanvir,caught
6373,Kolkata Knight Riders,Kings XI Punjab,1216523,2020-10-10,N Rana,2,4,0.0,0.0,0,0,0,6.0,50.0,CV Varun,bowled
6372,Kolkata Knight Riders,Kings XI Punjab,1216523,2020-10-10,KD Karthik,58,30,8.0,2.0,1,0,0,82.0,193.3333333333333,AF Milne,caught
6371,Kolkata Knight Riders,Kings XI Punjab,1216523,2020-10-10,EJG Morgan,24,24,2.0,1.0,0,0,0,32.0,100.0,AD Russell,caught
4775,Kings XI Punjab,Kolkata Knight Riders,1216523,2020-10-10,N Pooran,16,10,2.0,1.0,0,0,0,24.0,160.0,RP Singh,caught
6370,Kolkata Knight Riders,Kings XI Punjab,1216523,2020-10-10,AD Russell,5,3,1.0,0.0,0,0,0,10.0,166.66666666666669,C Sakariya,caught
1293,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,SN Thakur,1,1,0.0,0.0,0,0,0,5.0,100.0,SW Tait,caught
1292,Chennai Super Kings,Royal Challengers Bangalore,1216525,2020-10-10,SM Curran,0,1,0.0,0.0,0,0,1,2.0,0.0,R Vinay Kumar,bowled
11205,Rajasthan Royals,Sunrisers Hyderabad,1216507,2020-10-11,SV Samson,26,25,3.0,0.0,0,0,0,33.0,104.0,T Natarajan,caught
7796,Mumbai Indians,Delhi Capitals,1216529,2020-10-11,KH Pandya,12,7,2.0,0.0,0,0,0,18.0,171.42857142857142,S Sreesanth,bowled
7797,Mumbai Indians,Delhi Capitals,1216529,2020-10-11,Q de Kock,53,36,4.0,3.0,1,0,0,75.0,147.22222222222223,RE van der Merwe,caught
14017,Sunrisers Hyderabad,Rajasthan Royals,1216507,2020-10-11,PK Garg,15,8,1.0,1.0,0,0,0,22.0,187.5,DP Nannes,caught
14016,Sunrisers Hyderabad,Rajasthan Royals,1216507,2020-10-11,MK Pandey,54,45,2.0,3.0,1,0,0,74.0,120.0,PP Ojha,caught
2251,Delhi Capitals,Mumbai Indians,1216529,2020-10-11,SS Iyer,42,34,5.0,0.0,0,0,0,51.0,123.52941176470588,TM Dilshan,caught
2250,Delhi Capitals,Mumbai Indians,1216529,2020-10-11,S Dhawan,69,53,6.0,1.0,1,0,0,89.0,130.18867924528303,P Kumar,caught
7795,Mumbai Indians,Delhi Capitals,1216529,2020-10-11,KA Pollard,11,15,1.0,0.0,0,0,0,16.0,73.33333333333333,RE van der Merwe,caught and bowled
7794,Mumbai Indians,Delhi Capitals,1216529,2020-10-11,Ishan Kishan,28,16,2.0,2.0,0,0,0,38.0,175.0,DP Nannes,caught
7793,Mumbai Indians,Delhi Capitals,1216529,2020-10-11,HH Pandya,0,2,0.0,0.0,0,0,1,2.0,0.0,PP Ojha,caught
7798,Mumbai Indians,Delhi Capitals,1216529,2020-10-11,RG Sharma,5,13,0.0,0.0,0,0,0,9.0,38.46153846153847,A Symonds,bowled
11203,Rajasthan Royals,Sunrisers Hyderabad,1216507,2020-10-11,RV Uthappa,18,15,1.0,1.0,0,0,0,25.0,120.0,M Jansen,caught
11204,Rajasthan Royals,Sunrisers Hyderabad,1216507,2020-10-11,SPD Smith,5,6,0.0,0.0,0,0,0,9.0,83.33333333333334,R Dhawan,caught
11201,Rajasthan Royals,Sunrisers Hyderabad,1216507,2020-10-11,R Parag,42,28,2.0,2.0,0,0,0,52.0,150.0,Ravi Bishnoi,bowled
2249,Delhi Capitals,Mumbai Indians,1216529,2020-10-11,PP Shaw,4,3,1.0,0.0,0,0,0,9.0,133.33333333333331,A Nehra,caught and bowled
2248,Delhi Capitals,Mumbai Indians,1216529,2020-10-11,MP Stoinis,13,9,2.0,0.0,0,0,0,19.0,144.44444444444443,Y Venugopal Rao,caught
2247,Delhi Capitals,Mumbai Indians,1216529,2020-10-11,AT Carey,14,9,0.0,0.0,0,0,0,18.0,155.55555555555557,DW Steyn,bowled
2246,Delhi Capitals,Mumbai Indians,1216529,2020-10-11,AM Rahane,15,17,3.0,0.0,0,0,0,22.0,88.23529411764706,YK Pathan,caught
14013,Sunrisers Hyderabad,Rajasthan Royals,1216507,2020-10-11,DA Warner,48,38,3.0,2.0,0,0,0,59.0,126.3157894736842,SL Malinga,bowled
14014,Sunrisers Hyderabad,Rajasthan Royals,1216507,2020-10-11,JM Bairstow,16,19,0.0,1.0,0,0,0,22.0,84.21052631578947,P Kumar,caught
14015,Sunrisers Hyderabad,Rajasthan Royals,1216507,2020-10-11,KS Williamson,22,13,0.0,2.0,0,0,0,30.0,169.23076923076923,DL Vettori,caught
11200,Rajasthan Royals,Sunrisers Hyderabad,1216507,2020-10-11,JC Buttler,16,13,1.0,1.0,0,0,0,23.0,123.07692307692308,Avesh Khan,caught
11199,Rajasthan Royals,Sunrisers Hyderabad,1216507,2020-10-11,BA Stokes,5,6,1.0,0.0,0,0,0,10.0,83.33333333333334,CV Varun,bowled
11202,Rajasthan Royals,Sunrisers Hyderabad,1216507,2020-10-11,R Tewatia,45,28,4.0,2.0,0,0,0,57.0,160.71428571428572,RD Chahar,caught
7799,Mumbai Indians,Delhi Capitals,1216529,2020-10-11,SA Yadav,53,33,6.0,1.0,1,0,0,73.0,160.6060606060606,YK Pathan,run out
12390,Royal Challengers Bangalore,Kolkata Knight Riders,1216540,2020-10-12,AJ Finch,47,38,4.0,1.0,0,0,0,57.0,123.6842105263158,M Morkel,caught
7115,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,AD Russell,16,10,2.0,1.0,0,0,0,24.0,160.0,M Markande,lbw
7116,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,CV Varun,7,11,0.0,0.0,0,0,0,11.0,63.63636363636363,PP Chawla,caught
7117,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,EJG Morgan,8,12,1.0,0.0,0,0,0,13.0,66.66666666666666,S Gopal,caught
12389,Royal Challengers Bangalore,Kolkata Knight Riders,1216540,2020-10-12,AB de Villiers,73,34,5.0,6.0,1,0,0,102.0,214.7058823529412,DW Steyn,caught
12392,Royal Challengers Bangalore,Kolkata Knight Riders,1216540,2020-10-12,V Kohli,33,30,1.0,0.0,0,0,0,38.0,110.0,AB Dinda,caught
12391,Royal Challengers Bangalore,Kolkata Knight Riders,1216540,2020-10-12,D Padikkal,32,23,4.0,1.0,0,0,0,42.0,139.1304347826087,Z Khan,caught
7119,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,KL Nagarkoti,4,7,0.0,0.0,0,0,0,8.0,57.14285714285714,TA Boult,caught
7120,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,M Prasidh Krishna,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,Rashid Khan,bowled
7121,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,N Rana,9,14,1.0,0.0,0,0,0,14.0,64.28571428571429,I Sharma,caught
7125,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,T Banton,8,14,0.0,0.0,0,0,0,12.0,57.14285714285714,YS Chahal,caught
7124,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,Shubman Gill,34,25,3.0,1.0,0,0,0,43.0,136.0,CV Varun,bowled
7122,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,PJ Cummins,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,HH Pandya,run out
7123,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,RA Tripathi,16,22,1.0,0.0,0,0,0,21.0,72.72727272727273,K Rabada,caught
7118,Kolkata Knight Riders,Royal Challengers Bangalore,1216540,2020-10-12,KD Karthik,1,2,0.0,0.0,0,0,0,5.0,50.0,MJ McClenaghan,caught
13210,Sunrisers Hyderabad,Chennai Super Kings,1216528,2020-10-13,KS Williamson,57,39,7.0,0.0,1,0,0,76.0,146.15384615384613,SP Narine,lbw
1411,Chennai Super Kings,Sunrisers Hyderabad,1216528,2020-10-13,SM Curran,31,22,3.0,2.0,0,0,0,42.0,140.9090909090909,TM Dilshan,caught
1410,Chennai Super Kings,Sunrisers Hyderabad,1216528,2020-10-13,RA Jadeja,25,11,3.0,1.0,0,0,0,34.0,227.27272727272728,P Kumar,caught
1405,Chennai Super Kings,Sunrisers Hyderabad,1216528,2020-10-13,AT Rayudu,41,34,3.0,2.0,0,0,0,52.0,120.58823529411764,Sohail Tanvir,caught
1408,Chennai Super Kings,Sunrisers Hyderabad,1216528,2020-10-13,F du Plessis,0,1,0.0,0.0,0,0,1,2.0,0.0,Y Venugopal Rao,caught
1407,Chennai Super Kings,Sunrisers Hyderabad,1216528,2020-10-13,DL Chahar,2,2,0.0,0.0,0,0,0,6.0,100.0,DW Steyn,bowled
1406,Chennai Super Kings,Sunrisers Hyderabad,1216528,2020-10-13,DJ Bravo,0,1,0.0,0.0,0,0,1,2.0,0.0,YK Pathan,caught
13209,Sunrisers Hyderabad,Chennai Super Kings,1216528,2020-10-13,JM Bairstow,23,26,2.0,0.0,0,0,0,29.0,88.46153846153845,BA Stokes,bowled
1409,Chennai Super Kings,Sunrisers Hyderabad,1216528,2020-10-13,MS Dhoni,21,13,2.0,1.0,0,0,0,29.0,161.53846153846155,A Nehra,caught and bowled
13208,Sunrisers Hyderabad,Chennai Super Kings,1216528,2020-10-13,DA Warner,9,13,0.0,0.0,0,0,0,13.0,69.23076923076923,HH Pandya,caught
1412,Chennai Super Kings,Sunrisers Hyderabad,1216528,2020-10-13,SR Watson,42,38,1.0,3.0,0,0,0,53.0,110.5263157894737,R Vinay Kumar,bowled
13216,Sunrisers Hyderabad,Chennai Super Kings,1216528,2020-10-13,T Natarajan,0,1,0.0,0.0,0,0,1,2.0,0.0,Rashid Khan,bowled
13211,Sunrisers Hyderabad,Chennai Super Kings,1216528,2020-10-13,MK Pandey,4,3,1.0,0.0,0,0,0,9.0,133.33333333333331,M Markande,lbw
13212,Sunrisers Hyderabad,Chennai Super Kings,1216528,2020-10-13,PK Garg,16,21,1.0,0.0,0,0,0,21.0,76.19047619047619,PP Chawla,caught
13213,Sunrisers Hyderabad,Chennai Super Kings,1216528,2020-10-13,Rashid Khan,14,9,1.0,1.0,0,0,0,21.0,155.55555555555557,S Gopal,caught
13214,Sunrisers Hyderabad,Chennai Super Kings,1216528,2020-10-13,S Nadeem,5,5,1.0,0.0,0,0,0,10.0,100.0,MJ McClenaghan,caught
