,batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
769,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,Imran Tahir,2,2,0.0,0.0,0,0,0,6.0,100.0,A Nehra,caught and bowled
768,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,Harbhajan Singh,8,6,1.0,0.0,0,0,0,13.0,133.33333333333331,Y Venugopal Rao,caught
767,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,DL Chahar,0,1,0.0,0.0,0,0,1,2.0,0.0,DW Steyn,bowled
765,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,AT Rayudu,22,19,4.0,0.0,0,0,0,30.0,115.78947368421052,Sohail Tanvir,caught
7614,Mumbai Indians,Chennai Super Kings,1136561,2018-04-07,E Lewis,0,2,0.0,0.0,0,0,1,2.0,0.0,Kuldeep Yadav,stumped
7615,Mumbai Indians,Chennai Super Kings,1136561,2018-04-07,HH Pandya,22,20,2.0,0.0,0,0,0,28.0,110.0,Basil Thampi,caught
7616,Mumbai Indians,Chennai Super Kings,1136561,2018-04-07,Ishan Kishan,40,29,4.0,1.0,0,0,0,50.0,137.93103448275863,Kuldeep Yadav,caught
7618,Mumbai Indians,Chennai Super Kings,1136561,2018-04-07,RG Sharma,15,19,1.0,1.0,0,0,0,22.0,78.94736842105263,PJ Cummins,run out
7619,Mumbai Indians,Chennai Super Kings,1136561,2018-04-07,SA Yadav,43,29,6.0,1.0,0,0,0,55.0,148.27586206896552,JJ Bumrah,caught
775,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,SR Watson,16,14,1.0,1.0,0,0,0,23.0,114.28571428571428,SR Watson,run out
774,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,SK Raina,4,6,0.0,0.0,0,0,0,8.0,66.66666666666666,JH Kallis,bowled
773,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,RA Jadeja,12,13,1.0,0.0,0,0,0,17.0,92.3076923076923,SW Tait,caught
772,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,MS Dhoni,5,5,0.0,0.0,0,0,0,9.0,100.0,R Vinay Kumar,bowled
771,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,MA Wood,1,5,0.0,0.0,0,0,0,5.0,20.0,TM Dilshan,caught
770,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,KM Jadhav,24,23,1.0,2.0,0,0,0,33.0,104.34782608695652,P Kumar,caught
766,Chennai Super Kings,Mumbai Indians,1136561,2018-04-07,DJ Bravo,68,30,3.0,7.0,1,0,0,97.0,226.66666666666663,YK Pathan,caught
7617,Mumbai Indians,Chennai Super Kings,1136561,2018-04-07,KH Pandya,41,23,5.0,2.0,0,0,0,54.0,178.26086956521738,S Kaul,caught
12367,Royal Challengers Bangalore,Kolkata Knight Riders,1136563,2018-04-08,SN Khan,6,10,0.0,0.0,0,0,0,10.0,60.0,RE van der Merwe,caught and bowled
12368,Royal Challengers Bangalore,Kolkata Knight Riders,1136563,2018-04-08,V Kohli,31,33,1.0,1.0,0,0,0,38.0,93.93939393939394,S Sreesanth,bowled
7081,Kolkata Knight Riders,Royal Challengers Bangalore,1136563,2018-04-08,N Rana,34,27,2.0,2.0,0,0,0,44.0,125.92592592592592,AN Ahmed,caught
12366,Royal Challengers Bangalore,Kolkata Knight Riders,1136563,2018-04-08,Q de Kock,4,4,1.0,0.0,0,0,0,9.0,100.0,DP Nannes,caught
12365,Royal Challengers Bangalore,Kolkata Knight Riders,1136563,2018-04-08,Mandeep Singh,37,18,4.0,2.0,0,0,0,49.0,205.5555555555556,PP Ojha,caught
12364,Royal Challengers Bangalore,Kolkata Knight Riders,1136563,2018-04-08,CR Woakes,5,5,1.0,0.0,0,0,0,10.0,100.0,DL Vettori,caught
12363,Royal Challengers Bangalore,Kolkata Knight Riders,1136563,2018-04-08,BB McCullum,43,28,6.0,2.0,0,0,0,57.0,153.57142857142858,P Kumar,caught
7078,Kolkata Knight Riders,Royal Challengers Bangalore,1136563,2018-04-08,AD Russell,15,13,2.0,1.0,0,0,0,23.0,115.38461538461536,JD Unadkat,caught
7079,Kolkata Knight Riders,Royal Challengers Bangalore,1136563,2018-04-08,CA Lynn,5,8,1.0,0.0,0,0,0,10.0,62.5,PV Tambe,caught
7080,Kolkata Knight Riders,Royal Challengers Bangalore,1136563,2018-04-08,KD Karthik,35,32,4.0,0.0,0,0,0,43.0,109.375,MG Johnson,caught
7082,Kolkata Knight Riders,Royal Challengers Bangalore,1136563,2018-04-08,R Vinay Kumar,6,4,1.0,0.0,0,0,0,11.0,150.0,YS Chahal,caught
7083,Kolkata Knight Riders,Royal Challengers Bangalore,1136563,2018-04-08,RK Singh,6,7,1.0,0.0,0,0,0,11.0,85.71428571428571,NM Coulter-Nile,caught
7084,Kolkata Knight Riders,Royal Challengers Bangalore,1136563,2018-04-08,RV Uthappa,13,12,0.0,1.0,0,0,0,19.0,108.33333333333331,TA Boult,caught
7085,Kolkata Knight Riders,Royal Challengers Bangalore,1136563,2018-04-08,SP Narine,50,20,4.0,5.0,1,0,0,76.0,250.0,KA Pollard,caught and bowled
2910,Delhi Daredevils,Kings XI Punjab,1136562,2018-04-08,V Shankar,13,14,0.0,0.0,0,0,0,17.0,92.85714285714286,Swapnil Singh,caught and bowled
2909,Delhi Daredevils,Kings XI Punjab,1136562,2018-04-08,SS Iyer,11,13,0.0,1.0,0,0,0,17.0,84.61538461538461,A Nehra,run out
2906,Delhi Daredevils,Kings XI Punjab,1136562,2018-04-08,G Gambhir,55,42,5.0,1.0,1,0,0,74.0,130.95238095238096,JJ Bumrah,caught
2907,Delhi Daredevils,Kings XI Punjab,1136562,2018-04-08,R Tewatia,9,7,1.0,0.0,0,0,0,14.0,128.57142857142858,Imran Tahir,caught
2908,Delhi Daredevils,Kings XI Punjab,1136562,2018-04-08,RR Pant,28,13,4.0,1.0,0,0,0,38.0,215.3846153846154,SR Watson,caught
4514,Kings XI Punjab,Delhi Daredevils,1136562,2018-04-08,MA Agarwal,7,5,0.0,1.0,0,0,0,13.0,140.0,PP Ojha,run out
4515,Kings XI Punjab,Delhi Daredevils,1136562,2018-04-08,MP Stoinis,22,15,2.0,0.0,0,0,0,28.0,146.66666666666666,DW Steyn,caught
4516,Kings XI Punjab,Delhi Daredevils,1136562,2018-04-08,Yuvraj Singh,12,22,2.0,0.0,0,0,0,18.0,54.54545454545454,M Morkel,caught
4512,Kings XI Punjab,Delhi Daredevils,1136562,2018-04-08,KK Nair,50,33,5.0,2.0,1,0,0,71.0,151.5151515151515,Z Khan,caught
4513,Kings XI Punjab,Delhi Daredevils,1136562,2018-04-08,KL Rahul,51,16,6.0,4.0,1,0,0,77.0,318.75,S Aravind,caught
12362,Royal Challengers Bangalore,Kolkata Knight Riders,1136563,2018-04-08,AB de Villiers,44,23,1.0,5.0,0,0,0,59.0,191.30434782608697,SL Malinga,bowled
2903,Delhi Daredevils,Kings XI Punjab,1136562,2018-04-08,C Munro,4,6,0.0,0.0,0,0,0,8.0,66.66666666666666,MM Sharma,caught
2904,Delhi Daredevils,Kings XI Punjab,1136562,2018-04-08,CH Morris,27,16,1.0,1.0,0,0,0,34.0,168.75,HV Patel,caught
2905,Delhi Daredevils,Kings XI Punjab,1136562,2018-04-08,DT Christian,13,13,0.0,1.0,0,0,0,19.0,100.0,A Nehra,caught
4511,Kings XI Punjab,Delhi Daredevils,1136562,2018-04-08,DA Miller,24,23,1.0,0.0,0,0,0,29.0,104.34782608695652,RA Jadeja,caught
13988,Sunrisers Hyderabad,Rajasthan Royals,1136564,2018-04-09,WP Saha,5,6,1.0,0.0,0,0,0,10.0,83.33333333333334,CV Varun,bowled
11179,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,RA Tripathi,17,15,2.0,0.0,0,0,0,23.0,113.33333333333331,M Markande,lbw
11181,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,SV Samson,49,43,5.0,0.0,0,0,0,58.0,113.95348837209302,S Gopal,caught
11180,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,S Gopal,18,20,2.0,0.0,0,0,0,24.0,90.0,PP Chawla,caught
11178,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,K Gowtham,0,2,0.0,0.0,0,0,1,2.0,0.0,SP Narine,lbw
11173,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,BA Stokes,5,8,0.0,0.0,0,0,0,9.0,62.5,S Kaul,caught
11176,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,JC Buttler,6,9,0.0,0.0,0,0,0,10.0,66.66666666666666,HH Pandya,caught
11175,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,DS Kulkarni,3,4,0.0,0.0,0,0,0,7.0,75.0,JJ Bumrah,caught
11174,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,DJM Short,4,5,1.0,0.0,0,0,0,9.0,80.0,PJ Cummins,run out
11172,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,B Laughlin,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,Kuldeep Yadav,caught
11171,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,AM Rahane,13,14,2.0,0.0,0,0,0,19.0,92.85714285714286,Basil Thampi,caught
13986,Sunrisers Hyderabad,Rajasthan Royals,1136564,2018-04-09,KS Williamson,36,35,3.0,1.0,0,0,0,45.0,102.85714285714285,Kartik Tyagi,run out
11177,Rajasthan Royals,Sunrisers Hyderabad,1136564,2018-04-09,JD Unadkat,1,2,0.0,0.0,0,0,0,5.0,50.0,BA Stokes,bowled
13987,Sunrisers Hyderabad,Rajasthan Royals,1136564,2018-04-09,S Dhawan,78,59,13.0,1.0,1,0,0,105.0,132.20338983050848,RD Chahar,caught
528,Chennai Super Kings,Kolkata Knight Riders,1136565,2018-04-10,SK Raina,14,12,0.0,1.0,0,0,0,20.0,116.66666666666669,Y Venugopal Rao,caught
525,Chennai Super Kings,Kolkata Knight Riders,1136565,2018-04-10,DJ Bravo,11,5,0.0,1.0,0,0,0,17.0,220.00000000000003,Sohail Tanvir,caught
529,Chennai Super Kings,Kolkata Knight Riders,1136565,2018-04-10,SR Watson,42,19,3.0,3.0,0,0,0,55.0,221.0526315789474,A Nehra,caught and bowled
530,Chennai Super Kings,Kolkata Knight Riders,1136565,2018-04-10,SW Billings,56,23,2.0,5.0,1,0,0,80.0,243.47826086956525,P Kumar,caught
524,Chennai Super Kings,Kolkata Knight Riders,1136565,2018-04-10,AT Rayudu,39,26,3.0,2.0,0,0,0,50.0,150.0,DW Steyn,caught
5783,Kolkata Knight Riders,Chennai Super Kings,1136565,2018-04-10,TK Curran,2,5,0.0,0.0,0,0,0,6.0,40.0,S Aravind,caught
5782,Kolkata Knight Riders,Chennai Super Kings,1136565,2018-04-10,SP Narine,12,5,0.0,2.0,0,0,0,20.0,240.0,Z Khan,caught
5780,Kolkata Knight Riders,Chennai Super Kings,1136565,2018-04-10,RK Singh,2,4,0.0,0.0,0,0,0,6.0,50.0,PP Ojha,stumped
5781,Kolkata Knight Riders,Chennai Super Kings,1136565,2018-04-10,RV Uthappa,29,17,2.0,3.0,0,0,0,41.0,170.58823529411765,RA Jadeja,caught
5778,Kolkata Knight Riders,Chennai Super Kings,1136565,2018-04-10,KD Karthik,26,26,2.0,1.0,0,0,0,34.0,100.0,KA Pollard,caught
5777,Kolkata Knight Riders,Chennai Super Kings,1136565,2018-04-10,CA Lynn,22,16,4.0,0.0,0,0,0,30.0,137.5,Z Khan,caught
5776,Kolkata Knight Riders,Chennai Super Kings,1136565,2018-04-10,AD Russell,88,36,1.0,11.0,1,0,0,123.0,244.44444444444449,RJ Harris,bowled
527,Chennai Super Kings,Kolkata Knight Riders,1136565,2018-04-10,RA Jadeja,11,8,0.0,1.0,0,0,0,17.0,137.5,DW Steyn,bowled
526,Chennai Super Kings,Kolkata Knight Riders,1136565,2018-04-10,MS Dhoni,25,30,1.0,1.0,0,0,0,32.0,83.33333333333334,YK Pathan,caught
5779,Kolkata Knight Riders,Chennai Super Kings,1136565,2018-04-10,N Rana,16,14,2.0,0.0,0,0,0,22.0,114.28571428571428,R Sharma,stumped
10242,Rajasthan Royals,Delhi Daredevils,1136566,2018-04-11,SV Samson,37,22,2.0,2.0,0,0,0,47.0,168.1818181818182,R Rampaul,caught
10241,Rajasthan Royals,Delhi Daredevils,1136566,2018-04-11,RA Tripathi,15,11,0.0,1.0,0,0,0,21.0,136.36363636363637,MM Patel,caught
10240,Rajasthan Royals,Delhi Daredevils,1136566,2018-04-11,K Gowtham,2,2,0.0,0.0,0,0,0,6.0,100.0,VR Aaron,caught
10239,Rajasthan Royals,Delhi Daredevils,1136566,2018-04-11,JC Buttler,29,19,2.0,2.0,0,0,0,39.0,152.63157894736844,P Awana,caught
10238,Rajasthan Royals,Delhi Daredevils,1136566,2018-04-11,DJM Short,6,3,1.0,0.0,0,0,0,11.0,200.0,R Bhatia,bowled
10236,Rajasthan Royals,Delhi Daredevils,1136566,2018-04-11,AM Rahane,45,40,5.0,0.0,0,0,0,54.0,112.5,RP Singh,caught
10237,Rajasthan Royals,Delhi Daredevils,1136566,2018-04-11,BA Stokes,16,12,1.0,1.0,0,0,0,23.0,133.33333333333331,SK Trivedi,caught
3432,Delhi Daredevils,Rajasthan Royals,1136566,2018-04-11,CH Morris,17,7,2.0,1.0,0,0,0,25.0,242.85714285714283,M Markande,lbw
3433,Delhi Daredevils,Rajasthan Royals,1136566,2018-04-11,GJ Maxwell,17,12,2.0,1.0,0,0,0,25.0,141.66666666666669,PP Chawla,caught
3434,Delhi Daredevils,Rajasthan Royals,1136566,2018-04-11,RR Pant,20,15,3.0,0.0,0,0,0,27.0,133.33333333333331,S Gopal,caught
3435,Delhi Daredevils,Rajasthan Royals,1136566,2018-04-11,V Shankar,3,3,0.0,0.0,0,0,0,7.0,100.0,MJ McClenaghan,caught
9106,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,E Lewis,29,18,3.0,2.0,0,0,0,40.0,161.11111111111111,NLTC Perera,caught
13810,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,Sandeep Sharma,0,2,0.0,0.0,0,0,1,2.0,0.0,PV Tambe,caught
13811,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,Shakib Al Hasan,12,12,1.0,0.0,0,0,0,17.0,100.0,MG Johnson,caught
13812,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,WP Saha,22,20,3.0,0.0,0,0,0,29.0,110.0,AN Ahmed,caught
13813,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,YK Pathan,14,14,2.0,0.0,0,0,0,20.0,100.0,YS Chahal,caught
9107,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,Ishan Kishan,9,9,2.0,0.0,0,0,0,15.0,100.0,KK Cooper,caught
9108,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,JJ Bumrah,4,5,0.0,0.0,0,0,0,8.0,80.0,Z Khan,caught
9105,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,BCJ Cutting,9,9,1.0,0.0,0,0,0,14.0,100.0,PP Ojha,caught
9109,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,KA Pollard,28,23,3.0,2.0,0,0,0,39.0,121.73913043478262,L Balaji,caught
9111,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,M Markande,6,3,1.0,0.0,0,0,0,11.0,200.0,PV Tambe,caught
9112,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,PJ Sangwan,0,5,0.0,0.0,0,0,1,2.0,0.0,MG Johnson,caught
9113,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,RG Sharma,11,10,1.0,1.0,0,0,0,18.0,110.0,AN Ahmed,caught
9114,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,SA Yadav,28,31,2.0,1.0,0,0,0,36.0,90.32258064516128,YS Chahal,caught
13809,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,S Kaul,0,4,0.0,0.0,0,0,1,2.0,0.0,JD Unadkat,caught
13808,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,S Dhawan,45,28,8.0,0.0,0,0,0,57.0,160.71428571428572,L Balaji,caught
9110,Mumbai Indians,Sunrisers Hyderabad,1136567,2018-04-12,KH Pandya,15,11,2.0,0.0,0,0,0,21.0,136.36363636363637,JD Unadkat,caught
13806,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,MK Pandey,11,8,1.0,0.0,0,0,0,16.0,137.5,KK Cooper,caught
13805,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,KS Williamson,6,4,1.0,0.0,0,0,0,11.0,150.0,NLTC Perera,caught
13804,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,DJ Hooda,32,26,1.0,1.0,0,0,0,39.0,123.07692307692308,PP Ojha,caught
13803,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,B Stanlake,5,2,1.0,0.0,0,0,0,10.0,250.0,R Sathish,run out
13807,Sunrisers Hyderabad,Mumbai Indians,1136567,2018-04-12,Rashid Khan,0,1,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
12172,Royal Challengers Bangalore,Kings XI Punjab,1136568,2018-04-13,AB de Villiers,57,40,2.0,4.0,1,0,0,79.0,142.5,HV Patel,caught
12173,Royal Challengers Bangalore,Kings XI Punjab,1136568,2018-04-13,BB McCullum,0,1,0.0,0.0,0,0,1,2.0,0.0,SL Malinga,bowled
12174,Royal Challengers Bangalore,Kings XI Punjab,1136568,2018-04-13,CR Woakes,1,2,0.0,0.0,0,0,0,5.0,50.0,MM Sharma,caught
12175,Royal Challengers Bangalore,Kings XI Punjab,1136568,2018-04-13,Mandeep Singh,22,20,1.0,0.0,0,0,0,27.0,110.0,HV Patel,caught
12177,Royal Challengers Bangalore,Kings XI Punjab,1136568,2018-04-13,SN Khan,0,1,0.0,0.0,0,0,1,2.0,0.0,JJ Bumrah,caught
5370,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,R Ashwin,33,21,3.0,1.0,0,0,0,42.0,157.14285714285714,Mohammad Asif,caught
5369,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,Mujeeb Ur Rahman,0,2,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
5368,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,MP Stoinis,11,9,0.0,1.0,0,0,0,17.0,122.22222222222224,MA Khote,caught
12176,Royal Challengers Bangalore,Kings XI Punjab,1136568,2018-04-13,Q de Kock,45,34,7.0,1.0,0,0,0,58.0,132.35294117647058,A Nehra,caught
5371,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,Yuvraj Singh,4,4,1.0,0.0,0,0,0,9.0,100.0,SK Warne,caught
5367,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,MM Sharma,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,JR Hopes,lbw
5361,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,AJ Finch,0,1,0.0,0.0,0,0,1,2.0,0.0,M Jansen,caught
5362,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,AJ Tye,7,8,0.0,0.0,0,0,0,11.0,87.5,R Dhawan,caught
5363,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,AR Patel,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,T Natarajan,caught
5365,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,KL Rahul,47,30,2.0,4.0,0,0,0,61.0,156.66666666666666,Mohammed Shami,caught
5364,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,KK Nair,29,27,3.0,0.0,0,0,0,36.0,107.40740740740742,JR Hazlewood,caught
12178,Royal Challengers Bangalore,Kings XI Punjab,1136568,2018-04-13,V Kohli,21,16,4.0,0.0,0,0,0,29.0,131.25,Imran Tahir,caught
5366,Kings XI Punjab,Royal Challengers Bangalore,1136568,2018-04-13,MA Agarwal,15,11,3.0,0.0,0,0,0,22.0,136.36363636363637,YS Chahal,caught
12179,Royal Challengers Bangalore,Kings XI Punjab,1136568,2018-04-13,Washington Sundar,9,4,2.0,0.0,0,0,0,15.0,225.0,SR Watson,caught
7240,Kolkata Knight Riders,Sunrisers Hyderabad,1136570,2018-04-14,AD Russell,9,5,0.0,1.0,0,0,0,15.0,180.0,BA Stokes,bowled
7244,Kolkata Knight Riders,Sunrisers Hyderabad,1136570,2018-04-14,N Rana,18,16,2.0,1.0,0,0,0,26.0,112.5,S Gopal,caught
8018,Mumbai Indians,Delhi Daredevils,1136569,2018-04-14,SA Yadav,53,32,7.0,1.0,1,0,0,74.0,165.625,RD Chahar,caught
8017,Mumbai Indians,Delhi Daredevils,1136569,2018-04-14,RG Sharma,18,16,2.0,0.0,0,0,0,24.0,112.5,Kartik Tyagi,run out
7241,Kolkata Knight Riders,Sunrisers Hyderabad,1136570,2018-04-14,CA Lynn,49,34,7.0,1.0,0,0,0,62.0,144.11764705882354,SP Narine,lbw
7242,Kolkata Knight Riders,Sunrisers Hyderabad,1136570,2018-04-14,KD Karthik,29,27,2.0,1.0,0,0,0,37.0,107.40740740740742,M Markande,lbw
7243,Kolkata Knight Riders,Sunrisers Hyderabad,1136570,2018-04-14,MG Johnson,4,5,0.0,0.0,0,0,0,8.0,80.0,PP Chawla,caught
7245,Kolkata Knight Riders,Sunrisers Hyderabad,1136570,2018-04-14,RV Uthappa,3,8,0.0,0.0,0,0,0,7.0,37.5,MJ McClenaghan,caught
13648,Sunrisers Hyderabad,Kolkata Knight Riders,1136570,2018-04-14,KS Williamson,50,44,4.0,1.0,1,0,0,68.0,113.63636363636364,Z Khan,caught
7247,Kolkata Knight Riders,Sunrisers Hyderabad,1136570,2018-04-14,Shivam Mavi,7,8,0.0,0.0,0,0,0,11.0,87.5,Rashid Khan,bowled
7248,Kolkata Knight Riders,Sunrisers Hyderabad,1136570,2018-04-14,Shubman Gill,3,9,0.0,0.0,0,0,0,7.0,33.33333333333333,I Sharma,caught
13647,Sunrisers Hyderabad,Kolkata Knight Riders,1136570,2018-04-14,DJ Hooda,5,9,0.0,0.0,0,0,0,9.0,55.55555555555556,Harmeet Singh,caught
13649,Sunrisers Hyderabad,Kolkata Knight Riders,1136570,2018-04-14,MK Pandey,4,11,0.0,0.0,0,0,0,8.0,36.36363636363637,JH Kallis,caught
13650,Sunrisers Hyderabad,Kolkata Knight Riders,1136570,2018-04-14,S Dhawan,7,8,1.0,0.0,0,0,0,12.0,87.5,RJ Harris,bowled
13651,Sunrisers Hyderabad,Kolkata Knight Riders,1136570,2018-04-14,Shakib Al Hasan,27,21,2.0,1.0,0,0,0,35.0,128.57142857142858,Z Khan,caught
13652,Sunrisers Hyderabad,Kolkata Knight Riders,1136570,2018-04-14,WP Saha,24,18,5.0,0.0,0,0,0,33.0,133.33333333333331,KA Pollard,caught
13653,Sunrisers Hyderabad,Kolkata Knight Riders,1136570,2018-04-14,YK Pathan,17,8,2.0,1.0,0,0,0,25.0,212.5,R Sharma,stumped
7246,Kolkata Knight Riders,Sunrisers Hyderabad,1136570,2018-04-14,SP Narine,9,11,1.0,0.0,0,0,0,14.0,81.81818181818183,TA Boult,caught
8016,Mumbai Indians,Delhi Daredevils,1136569,2018-04-14,M Markande,4,3,0.0,0.0,0,0,0,8.0,133.33333333333331,A Nortje,caught
8014,Mumbai Indians,Delhi Daredevils,1136569,2018-04-14,KA Pollard,0,1,0.0,0.0,0,0,1,2.0,0.0,YS Chahal,caught
3263,Delhi Daredevils,Mumbai Indians,1136569,2018-04-14,GJ Maxwell,13,6,1.0,1.0,0,0,0,20.0,216.66666666666663,PP Ojha,caught
8015,Mumbai Indians,Delhi Daredevils,1136569,2018-04-14,KH Pandya,11,11,1.0,0.0,0,0,0,16.0,100.0,T Natarajan,caught
8013,Mumbai Indians,Delhi Daredevils,1136569,2018-04-14,Ishan Kishan,44,23,5.0,2.0,0,0,0,57.0,191.30434782608697,CV Varun,bowled
8012,Mumbai Indians,Delhi Daredevils,1136569,2018-04-14,HH Pandya,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,K Rabada,caught
8010,Mumbai Indians,Delhi Daredevils,1136569,2018-04-14,A Dananjaya,4,5,0.0,0.0,0,0,0,8.0,80.0,I Sharma,caught
8011,Mumbai Indians,Delhi Daredevils,1136569,2018-04-14,E Lewis,48,31,4.0,4.0,0,0,0,64.0,154.83870967741936,HH Pandya,run out
3266,Delhi Daredevils,Mumbai Indians,1136569,2018-04-14,SS Iyer,27,20,3.0,1.0,0,0,0,36.0,135.0,Z Khan,caught
3265,Delhi Daredevils,Mumbai Indians,1136569,2018-04-14,RR Pant,47,25,6.0,2.0,0,0,0,61.0,188.0,KK Cooper,caught
3264,Delhi Daredevils,Mumbai Indians,1136569,2018-04-14,JJ Roy,91,54,6.0,6.0,1,0,0,121.0,168.5185185185185,NLTC Perera,caught
3262,Delhi Daredevils,Mumbai Indians,1136569,2018-04-14,G Gambhir,15,16,2.0,0.0,0,0,0,21.0,93.75,R Sathish,run out
12843,Royal Challengers Bangalore,Rajasthan Royals,1136571,2018-04-15,V Kohli,57,31,7.0,2.0,1,0,0,80.0,183.8709677419355,Kartik Tyagi,run out
12842,Royal Challengers Bangalore,Rajasthan Royals,1136571,2018-04-15,Q de Kock,26,19,4.0,0.0,0,0,0,34.0,136.8421052631579,A Nortje,caught
12841,Royal Challengers Bangalore,Rajasthan Royals,1136571,2018-04-15,P Negi,3,4,0.0,0.0,0,0,0,7.0,75.0,T Natarajan,caught
12840,Royal Challengers Bangalore,Rajasthan Royals,1136571,2018-04-15,Mandeep Singh,47,25,6.0,1.0,0,0,0,59.0,188.0,YS Chahal,caught
4208,Kings XI Punjab,Chennai Super Kings,1136572,2018-04-15,AJ Finch,0,1,0.0,0.0,0,0,1,2.0,0.0,RD Chahar,caught
12839,Royal Challengers Bangalore,Rajasthan Royals,1136571,2018-04-15,CR Woakes,0,1,0.0,0.0,0,0,1,2.0,0.0,CV Varun,bowled
12844,Royal Challengers Bangalore,Rajasthan Royals,1136571,2018-04-15,Washington Sundar,35,21,1.0,3.0,0,0,0,46.0,166.66666666666669,RD Chahar,caught
12837,Royal Challengers Bangalore,Rajasthan Royals,1136571,2018-04-15,AB de Villiers,20,18,1.0,1.0,0,0,0,27.0,111.11111111111111,HH Pandya,run out
11046,Rajasthan Royals,Royal Challengers Bangalore,1136571,2018-04-15,SV Samson,92,46,2.0,10.0,1,0,0,126.0,200.0,S Kaul,caught
390,Chennai Super Kings,Kings XI Punjab,1136572,2018-04-15,AT Rayudu,49,37,5.0,1.0,0,0,0,60.0,132.43243243243242,Azhar Mahmood,caught
396,Chennai Super Kings,Kings XI Punjab,1136572,2018-04-15,SW Billings,9,8,1.0,0.0,0,0,0,14.0,112.5,L Balaji,bowled
395,Chennai Super Kings,Kings XI Punjab,1136572,2018-04-15,SR Watson,11,10,2.0,0.0,0,0,0,17.0,110.0,PV Tambe,caught
394,Chennai Super Kings,Kings XI Punjab,1136572,2018-04-15,RA Jadeja,19,15,1.0,1.0,0,0,0,26.0,126.66666666666666,PP Ojha,bowled
393,Chennai Super Kings,Kings XI Punjab,1136572,2018-04-15,MS Dhoni,79,47,6.0,5.0,1,0,0,107.0,168.08510638297872,P Awana,caught
12838,Royal Challengers Bangalore,Rajasthan Royals,1136571,2018-04-15,BB McCullum,4,4,1.0,0.0,0,0,0,9.0,100.0,K Rabada,caught
