batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Chennai Super Kings,Royal Challengers Bangalore,419133,2010-03-31,JA Morkel,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,JH Kallis,bowled
Chennai Super Kings,Royal Challengers Bangalore,419133,2010-03-31,M Vijay,78,39,4.0,6.0,1,0,0,106.0,200.0,KP Pietersen,caught
Chennai Super Kings,Royal Challengers Bangalore,419133,2010-03-31,ML Hayden,12,14,0.0,1.0,0,0,0,18.0,85.71428571428571,A Kumble,stumped
Chennai Super Kings,Royal Challengers Bangalore,419133,2010-03-31,MS Dhoni,14,20,1.0,0.0,0,0,0,19.0,70.0,DW Steyn,caught
Chennai Super Kings,Royal Challengers Bangalore,419133,2010-03-31,S Badrinath,7,6,1.0,0.0,0,0,0,12.0,116.66666666666669,R Vinay Kumar,caught
Chennai Super Kings,Royal Challengers Bangalore,419133,2010-03-31,SK Raina,40,35,3.0,1.0,0,0,0,49.0,114.28571428571428,0,0
Royal Challengers Bangalore,Chennai Super Kings,419133,2010-03-31,CL White,21,13,2.0,1.0,0,0,0,29.0,161.53846153846155,0,0
Royal Challengers Bangalore,Chennai Super Kings,419133,2010-03-31,JH Kallis,52,52,7.0,0.0,1,0,0,71.0,100.0,SB Jakati,run out
Royal Challengers Bangalore,Chennai Super Kings,419133,2010-03-31,KP Pietersen,23,14,2.0,1.0,0,0,0,31.0,164.28571428571428,0,0
Royal Challengers Bangalore,Chennai Super Kings,419133,2010-03-31,MK Pandey,5,7,1.0,0.0,0,0,0,10.0,71.42857142857143,T Thushara,caught
Royal Challengers Bangalore,Chennai Super Kings,419133,2010-03-31,RV Uthappa,21,14,1.0,2.0,0,0,0,30.0,150.0,SB Jakati,caught
Royal Challengers Bangalore,Chennai Super Kings,419133,2010-03-31,V Kohli,34,24,3.0,1.0,0,0,0,43.0,141.66666666666669,SB Jakati,caught
