batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Delhi Daredevils,Kochi Tuskers Kerala,501233,2011-04-30,DA Warner,3,8,0.0,0.0,0,0,0,7.0,37.5,S Sreesanth,bowled
Delhi Daredevils,Kochi Tuskers Kerala,501233,2011-04-30,IK Pathan,13,7,1.0,1.0,0,0,0,20.0,185.7142857142857,RP Singh,run out
Delhi Daredevils,Kochi Tuskers Kerala,501233,2011-04-30,NV Ojha,0,3,0.0,0.0,0,0,1,2.0,0.0,S Sreesanth,lbw
Delhi Daredevils,Kochi Tuskers Kerala,501233,2011-04-30,RE van der Merwe,2,4,0.0,0.0,0,0,0,6.0,50.0,0,0
Delhi Daredevils,Kochi Tuskers Kerala,501233,2011-04-30,TR Birt,20,13,2.0,1.0,0,0,0,28.0,153.84615384615387,RR Powar,caught
Delhi Daredevils,Kochi Tuskers Kerala,501233,2011-04-30,V Sehwag,80,48,8.0,5.0,1,0,0,110.0,166.66666666666669,R Vinay Kumar,caught
Delhi Daredevils,Kochi Tuskers Kerala,501233,2011-04-30,Y Nagar,22,31,1.0,0.0,0,0,0,27.0,70.96774193548387,R Vinay Kumar,run out
Delhi Daredevils,Kochi Tuskers Kerala,501233,2011-04-30,Y Venugopal Rao,1,11,0.0,0.0,0,0,0,5.0,9.090909090909092,RA Jadeja,lbw
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,B Akhil,13,9,0.0,1.0,0,0,0,19.0,144.44444444444443,M Morkel,caught
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,BB McCullum,7,8,1.0,0.0,0,0,0,12.0,87.5,IK Pathan,bowled
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,BJ Hodge,27,25,3.0,0.0,0,0,0,34.0,108.0,M Morkel,caught
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,DPMD Jayawardene,18,28,2.0,0.0,0,0,0,24.0,64.28571428571429,AB Agarkar,caught
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,M Klinger,2,6,0.0,0.0,0,0,0,6.0,33.33333333333333,M Morkel,caught
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,PA Patel,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,IK Pathan,bowled
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,R Vinay Kumar,11,9,0.0,1.0,0,0,0,17.0,122.22222222222224,RE van der Merwe,caught
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,RA Jadeja,31,22,3.0,1.0,0,0,0,40.0,140.9090909090909,AB Agarkar,caught
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,RP Singh,1,1,0.0,0.0,0,0,0,5.0,100.0,0,0
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,RR Powar,0,1,0.0,0.0,0,0,1,2.0,0.0,RE van der Merwe,bowled
Kochi Tuskers Kerala,Delhi Daredevils,501233,2011-04-30,S Sreesanth,0,2,0.0,0.0,0,0,1,2.0,0.0,RE van der Merwe,bowled
