batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Delhi Daredevils,Gujarat Lions,980961,2016-05-03,JP Duminy,13,7,2.0,0.0,0,0,0,19.0,185.7142857142857,0,0
Delhi Daredevils,Gujarat Lions,980961,2016-05-03,Q de Kock,46,46,4.0,1.0,0,0,0,56.0,100.0,S Kaushik,caught
Delhi Daredevils,Gujarat Lions,980961,2016-05-03,RR Pant,69,40,9.0,2.0,1,0,0,94.0,172.5,RA Jadeja,caught
Delhi Daredevils,Gujarat Lions,980961,2016-05-03,SV Samson,19,13,1.0,1.0,0,0,0,26.0,146.15384615384613,0,0
Gujarat Lions,Delhi Daredevils,980961,2016-05-03,AJ Finch,5,6,1.0,0.0,0,0,0,10.0,83.33333333333334,S Nadeem,caught
Gujarat Lions,Delhi Daredevils,980961,2016-05-03,BB McCullum,1,4,0.0,0.0,0,0,0,5.0,25.0,Z Khan,bowled
Gujarat Lions,Delhi Daredevils,980961,2016-05-03,DR Smith,15,14,3.0,0.0,0,0,0,22.0,107.14285714285714,S Nadeem,caught
Gujarat Lions,Delhi Daredevils,980961,2016-05-03,Ishan Kishan,2,2,0.0,0.0,0,0,0,6.0,100.0,Mohammed Shami,run out
Gujarat Lions,Delhi Daredevils,980961,2016-05-03,JP Faulkner,7,6,0.0,0.0,0,0,0,11.0,116.66666666666669,CH Morris,bowled
Gujarat Lions,Delhi Daredevils,980961,2016-05-03,KD Karthik,53,43,5.0,0.0,1,0,0,70.0,123.25581395348836,Mohammed Shami,bowled
Gujarat Lions,Delhi Daredevils,980961,2016-05-03,RA Jadeja,36,27,4.0,1.0,0,0,0,46.0,133.33333333333331,0,0
Gujarat Lions,Delhi Daredevils,980961,2016-05-03,SK Raina,24,21,1.0,1.0,0,0,0,31.0,114.28571428571428,A Mishra,stumped
