batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Mumbai Indians,Sunrisers Hyderabad,734001,2014-05-12,AT Rayudu,68,49,7.0,2.0,1,0,0,91.0,138.77551020408163,MC Henriques,caught and bowled
Mumbai Indians,Sunrisers Hyderabad,734001,2014-05-12,CM Gautam,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,B Kumar,caught
Mumbai Indians,Sunrisers Hyderabad,734001,2014-05-12,KA Pollard,6,7,0.0,0.0,0,0,0,10.0,85.71428571428571,0,0
Mumbai Indians,Sunrisers Hyderabad,734001,2014-05-12,LMP Simmons,68,50,5.0,4.0,1,0,0,93.0,136.0,B Kumar,bowled
Mumbai Indians,Sunrisers Hyderabad,734001,2014-05-12,RG Sharma,14,6,3.0,0.0,0,0,0,21.0,233.3333333333333,0,0
Sunrisers Hyderabad,Mumbai Indians,734001,2014-05-12,AJ Finch,68,62,7.0,2.0,1,0,0,91.0,109.6774193548387,SL Malinga,caught
Sunrisers Hyderabad,Mumbai Indians,734001,2014-05-12,DA Warner,55,32,6.0,2.0,1,0,0,77.0,171.875,0,0
Sunrisers Hyderabad,Mumbai Indians,734001,2014-05-12,KL Rahul,10,13,1.0,0.0,0,0,0,15.0,76.92307692307693,PP Ojha,run out
Sunrisers Hyderabad,Mumbai Indians,734001,2014-05-12,NV Ojha,7,4,0.0,1.0,0,0,0,13.0,175.0,0,0
Sunrisers Hyderabad,Mumbai Indians,734001,2014-05-12,S Dhawan,11,13,2.0,0.0,0,0,0,17.0,84.61538461538461,SL Malinga,bowled
