batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Mumbai Indians,Rajasthan Royals,419150,2010-04-11,AT Rayudu,0,3,0.0,0.0,0,0,1,2.0,0.0,SR Watson,caught
Mumbai Indians,Rajasthan Royals,419150,2010-04-11,JP Duminy,31,33,4.0,0.0,0,0,0,39.0,93.93939393939394,SK Trivedi,caught
Mumbai Indians,Rajasthan Royals,419150,2010-04-11,KA Pollard,25,14,3.0,1.0,0,0,0,34.0,178.57142857142858,AP Dole,bowled
Mumbai Indians,Rajasthan Royals,419150,2010-04-11,R Sathish,1,2,0.0,0.0,0,0,0,5.0,50.0,0,0
Mumbai Indians,Rajasthan Royals,419150,2010-04-11,SR Tendulkar,89,62,10.0,2.0,1,0,0,115.0,143.5483870967742,0,0
Mumbai Indians,Rajasthan Royals,419150,2010-04-11,SS Tiwary,15,11,3.0,0.0,0,0,0,22.0,136.36363636363637,SR Watson,caught
Mumbai Indians,Rajasthan Royals,419150,2010-04-11,ST Jayasuriya,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,SR Watson,caught
Rajasthan Royals,Mumbai Indians,419150,2010-04-11,AA Jhunjhunwala,22,23,0.0,1.0,0,0,0,28.0,95.65217391304348,Harbhajan Singh,run out
Rajasthan Royals,Mumbai Indians,419150,2010-04-11,AC Voges,28,27,2.0,0.0,0,0,0,34.0,103.7037037037037,Z Khan,caught
Rajasthan Royals,Mumbai Indians,419150,2010-04-11,AP Dole,30,19,2.0,1.0,0,0,0,38.0,157.89473684210526,Harbhajan Singh,caught
Rajasthan Royals,Mumbai Indians,419150,2010-04-11,AS Raut,20,17,0.0,2.0,0,0,0,28.0,117.64705882352942,0,0
Rajasthan Royals,Mumbai Indians,419150,2010-04-11,FY Fazal,10,16,1.0,0.0,0,0,0,15.0,62.5,Harbhajan Singh,run out
Rajasthan Royals,Mumbai Indians,419150,2010-04-11,MJ Lumb,8,6,2.0,0.0,0,0,0,14.0,133.33333333333331,DS Kulkarni,caught
Rajasthan Royals,Mumbai Indians,419150,2010-04-11,NV Ojha,0,5,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
Rajasthan Royals,Mumbai Indians,419150,2010-04-11,SR Watson,1,2,0.0,0.0,0,0,0,5.0,50.0,Z Khan,run out
Rajasthan Royals,Mumbai Indians,419150,2010-04-11,YK Pathan,10,8,0.0,1.0,0,0,0,16.0,125.0,KA Pollard,caught
