batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
Delhi Daredevils,Pune Warriors,598035,2013-04-28,BJ Rohrer,13,14,1.0,0.0,0,0,0,18.0,92.85714285714286,AM Nayar,caught
Delhi Daredevils,Pune Warriors,598035,2013-04-28,DA Warner,51,25,4.0,4.0,1,0,0,75.0,204.0,0,0
Delhi Daredevils,Pune Warriors,598035,2013-04-28,DPMD Jayawardene,12,18,2.0,0.0,0,0,0,18.0,66.66666666666666,AB Dinda,caught
Delhi Daredevils,Pune Warriors,598035,2013-04-28,IK Pathan,4,1,1.0,0.0,0,0,0,9.0,400.0,0,0
Delhi Daredevils,Pune Warriors,598035,2013-04-28,KM Jadhav,25,20,0.0,2.0,0,0,0,33.0,125.0,AB Dinda,caught
Delhi Daredevils,Pune Warriors,598035,2013-04-28,UBT Chand,17,20,2.0,0.0,0,0,0,23.0,85.0,R Sharma,caught
Delhi Daredevils,Pune Warriors,598035,2013-04-28,V Sehwag,28,30,2.0,2.0,0,0,0,38.0,93.33333333333331,AB Dinda,caught
Pune Warriors,Delhi Daredevils,598035,2013-04-28,AJ Finch,37,34,5.0,0.0,0,0,0,46.0,108.8235294117647,IK Pathan,caught
Pune Warriors,Delhi Daredevils,598035,2013-04-28,LJ Wright,19,18,3.0,0.0,0,0,0,26.0,105.55555555555556,UT Yadav,caught
Pune Warriors,Delhi Daredevils,598035,2013-04-28,M Manhas,2,4,0.0,0.0,0,0,0,6.0,50.0,0,0
Pune Warriors,Delhi Daredevils,598035,2013-04-28,RV Uthappa,37,34,4.0,0.0,0,0,0,45.0,108.8235294117647,IK Pathan,caught
Pune Warriors,Delhi Daredevils,598035,2013-04-28,SPD Smith,17,8,2.0,1.0,0,0,0,25.0,212.5,0,0
Pune Warriors,Delhi Daredevils,598035,2013-04-28,Yuvraj Singh,31,25,4.0,0.0,0,0,0,39.0,124.0,UT Yadav,caught
